sales_amount,units_sold,discount_pct,store_type,region
55452.88831997908,9.0,6.5210725320644825,Street,North
59064.82481115622,3.0,18.39137025766584,Outlet,South
32992.36231164163,2.0,4.961459847974599,Mall,South
37637.67005079203,5.0,42.315037171822645,Outlet,Center
29088.842335381487,,15.949388448478633,Outlet,Center
40244.16528594823,4.0,5.210632856318831,Mall,South
41749.33441319107,7.0,16.264313428959664,Street,South
46690.48439284797,4.0,14.360997382418406,Mall,Center
41385.61288692331,4.0,2.2252330398105236,Mall,Center
38180.77002625831,5.0,10.714446322714588,Mall,North
50472.17946893554,8.0,22.178892929617344,Mall,South
36776.440879991416,7.0,20.49117192254519,Street,South
51100.26528822731,6.0,33.523497161637586,Street,Center
49537.31737391121,4.0,14.150400989479564,Street,Center
60114.49137829157,4.0,29.274117970004042,Mall,North
26146.008908344185,4.0,22.090374411034464,Mall,North
54061.474640373024,,,Street,South
49517.351210011984,7.0,27.67613734428523,Mall,North
52173.73851647868,3.0,16.337402312621006,Outlet,North
67676.07488812598,2.0,27.664064813201634,Street,Center
48772.71750783778,1.0,5.547880518385117,Mall,Center
38678.257251542134,7.0,30.797869622177444,Outlet,Center
10922.032562837107,6.0,43.99565152047673,Mall,South
42482.187077430484,6.0,2.45768075943802,Street,South
61553.255925599515,2.0,5.6565738848950975,Street,South
40529.40622450384,12.0,2.674077566639871,Outlet,North
37632.83789694848,4.0,8.215653218864011,Outlet,Center
46278.829091543914,6.0,,Street,Center
48714.42405507851,4.0,26.034624963354684,Street,South
58936.569960591805,3.0,,Outlet,Center
58240.86581748407,5.0,34.46837785584521,Mall,South
71684.90519056522,4.0,9.63651118117131,Street,South
51073.937973448636,4.0,31.216295806412024,Street,North
45573.32234769273,3.0,9.719866297790398,Mall,Center
52866.028201077876,2.0,4.7454531310858705,Street,Center
44144.49977938554,,23.318215275727916,Outlet,Center
56767.77376588701,10.0,20.97015414762041,Mall,South
39220.09832829176,7.0,17.550987554787433,Street,North
55416.59112001471,7.0,28.809050515055024,Mall,Center
46089.53075856695,,4.105928149317705,Outlet,South
50796.64067165693,3.0,23.546207410500482,Outlet,South
71762.0200077918,4.0,26.75358496133111,Outlet,Center
47288.50094409053,3.0,22.586398201915244,Outlet,North
60349.74528062417,5.0,40.66259465685227,Street,South
54929.72097903321,8.0,18.112036334224587,Mall,South
50237.569864826815,3.0,14.489625253540684,Outlet,North
23661.404284881504,2.0,31.325201319902607,Outlet,South
38954.720103047606,4.0,,Street,North
60301.01570649506,4.0,8.276599719546066,Street,Center
24159.610669930575,5.0,32.6221111465103,Street,North
41733.46414766117,5.0,19.77238647765153,Outlet,South
50554.78764894586,6.0,39.66280723787104,Outlet,South
41458.65946274061,6.0,12.553275526683993,Mall,Center
58764.40934764169,5.0,12.683882601742024,Mall,South
44520.128104221476,10.0,11.245526420852286,Mall,Center
47438.22578537171,7.0,26.37956324069468,Street,Center
85823.46946661657,11.0,28.650046744499054,Mall,Center
53267.90617310346,7.0,30.612867799205773,Mall,North
40213.94716841326,5.0,18.69681011407956,Street,North
61592.843807130994,6.0,12.120061944503071,Mall,Center
64762.312967818805,6.0,9.949878606917519,Street,North
52231.04671633095,2.0,16.263055235586478,Outlet,South
54975.594675835484,5.0,,Outlet,North
56075.93680549199,6.0,2.8948267849141,Street,Center
71774.45026078084,6.0,21.23156333716069,Mall,South
56977.09095688387,6.0,5.38705909647472,Mall,North
55166.30314539389,8.0,16.56071567446852,Outlet,North
46164.8912376806,9.0,13.787672556026823,Mall,South
37913.756115880875,5.0,1.9555739500220461,Street,South
42819.476557255475,4.0,46.007162972677065,Street,North
33968.89200137601,7.0,4.322083629537081,Street,Center
26588.02933301435,5.0,11.79970409831044,Mall,Center
34865.82705170641,,21.45601225823352,Street,North
40803.735299304884,6.0,7.600411052004384,Outlet,North
13239.114695036442,9.0,8.66661827531177,Street,North
67875.82266016703,4.0,16.796177168921623,Street,South
35744.30313599528,6.0,4.552211232461826,Mall,Center
29896.585951451434,3.0,23.230160500810133,Outlet,North
47633.73594640032,9.0,,Mall,North
53780.60663580095,2.0,11.643476292086016,Street,Center
60805.03404272919,5.0,37.312298861050934,Street,Center
475097.8603085076,5.0,,Mall,Center
53279.68443129531,5.0,23.88151279704625,Outlet,North
30697.609467641938,1.0,10.017746129918105,Mall,Center
28644.266642840037,8.0,44.636134347223525,Outlet,South
47276.65048084159,7.0,10.065835016770045,Street,South
42764.4320982835,6.0,14.263781878173623,Mall,South
59726.475183066555,4.0,38.02043095405218,Street,South
227854.92413180287,4.0,13.109102746583867,Mall,North
64038.91268758723,3.0,40.651742670561866,Street,North
48462.772648418824,7.0,26.296949317413997,Outlet,South
27186.09774881467,3.0,6.417579492196371,Mall,North
57250.396626164424,6.0,18.792923571021497,Outlet,North
43220.37192684364,5.0,4.694320386315953,Outlet,North
75853.40565326656,3.0,14.115664907500589,Mall,North
61077.84250503516,7.0,22.406510234604017,Outlet,North
71821.15139030805,3.0,34.62390991217234,Outlet,Center
68452.49575410421,3.0,30.773329925922933,Mall,Center
67688.4623184161,3.0,6.585096310924151,Mall,South
53636.51473552693,6.0,40.84295171982383,Outlet,South
35934.66810580974,7.0,19.412511433511902,Outlet,Center
56642.21765812247,5.0,21.049191827832065,Mall,South
63386.091996665535,6.0,6.564888109442613,Outlet,Center
25742.943203713854,11.0,16.023051197980923,Mall,South
50718.693468793164,9.0,24.676738351405543,Street,Center
41171.2443131285,9.0,5.085198187247586,Outlet,Center
64992.912331552194,7.0,0.8531155326626886,Street,South
46661.492738441666,,33.32377113580695,Mall,Center
35749.551786020944,5.0,13.128664941406566,Mall,South
44232.01600347477,3.0,6.859504257073377,Mall,South
72022.89841872829,5.0,7.826734228969516,Street,Center
22316.304932825686,4.0,7.342682228755727,Mall,South
28516.800095445895,5.0,8.249063215076022,Street,North
56477.21969909237,6.0,32.85464180420982,Street,Center
20075.013834958703,3.0,,Street,Center
53932.92655891651,4.0,39.43104148015317,Mall,North
55895.54651923117,3.0,35.806573604552156,Mall,South
52835.03789635564,7.0,15.762220619747987,Mall,South
35966.08612016975,10.0,7.0046732789073225,Street,Center
43343.981749240826,7.0,12.799990895026717,Mall,North
46417.566712091815,6.0,13.019716533830966,Outlet,Center
50978.58759413941,2.0,13.921265084831159,Mall,South
56716.97577629131,3.0,2.8692662553112522,Mall,North
28349.173309763562,6.0,25.498065100463684,Street,North
46890.8708945153,4.0,10.141246765806287,Outlet,Center
74056.14668748982,5.0,4.94240777259687,Outlet,Center
73051.1068196782,2.0,41.18406702971884,Outlet,Center
53066.21692385988,6.0,17.600377222389618,Mall,Center
68297.02219221827,4.0,23.423703962702636,Outlet,South
58200.7946394711,8.0,26.142300596449182,Outlet,Center
29241.762782071546,4.0,33.25639164556521,Mall,Center
47833.44123320238,5.0,8.686165018581647,Mall,Center
269338.4861345681,5.0,45.87983946347338,Street,South
45198.08787223677,3.0,23.992779582407067,Outlet,Center
57667.825402073286,6.0,27.481713155345407,Mall,North
32198.027192653048,3.0,27.753943539122726,Mall,South
36278.411073622236,2.0,26.982036695913216,Street,South
35789.06335819167,3.0,32.80592941279568,Mall,South
15617.866108476948,5.0,14.545287254629871,Street,North
38158.67822943123,4.0,4.887669086200894,Mall,South
25014.335821239685,6.0,5.844499605311579,Outlet,South
46788.820269289296,2.0,28.799562943457722,Outlet,North
62248.45437971847,5.0,15.76325140993947,Mall,South
20061.228375782313,3.0,36.11962559508731,Outlet,North
59876.55462010916,6.0,24.232247478850077,Outlet,Center
59905.916443830494,8.0,37.77178826142045,Outlet,North
47465.78701162592,6.0,12.604646429186737,Mall,North
35685.96301756765,7.0,30.91373693455705,Mall,North
42973.92881051596,8.0,20.743342635780486,Street,North
39939.020427186355,5.0,35.01541046780166,Outlet,South
73199.80222128899,4.0,11.992673745414471,Street,Center
64609.542465920844,,20.607756412870636,Street,North
68601.95072298594,8.0,24.527109637918734,Mall,North
24908.568993474117,3.0,10.729302653737161,Mall,North
48400.599447118635,7.0,39.98393311840039,Mall,Center
60220.20401721804,6.0,9.297594315898635,Outlet,North
20732.36482268012,1.0,21.636492527550235,Mall,North
22797.546262559707,3.0,,Mall,South
59216.05773837337,8.0,25.014937356878935,Street,North
38258.18296473882,3.0,17.572826731312784,Mall,South
46215.83781357061,4.0,26.21964525977955,Street,South
89225.34946978696,3.0,7.889158182584762,Outlet,Center
61908.70207687629,7.0,12.416906566848287,Street,Center
65696.04752077887,3.0,6.404685054640935,Street,South
60572.70658086495,2.0,14.748623138227007,Mall,North
67819.24982195838,7.0,2.7884403672447067,Mall,North
40258.32332357707,4.0,25.415086719024576,Street,Center
67252.84947404206,3.0,19.41661543093106,Outlet,North
51636.27386560882,3.0,7.930101211229237,Outlet,South
30950.073733639234,8.0,11.766072264525755,Outlet,South
47619.465991480836,3.0,32.757618416078735,Outlet,North
22995.33190858949,2.0,44.3917126886266,Street,North
78502.9150734371,4.0,21.822655328779973,Outlet,South
97286.94086412786,2.0,12.379506525952538,Mall,South
29147.53235895981,4.0,9.644853206420484,Street,Center
55938.109638906215,4.0,31.695293564121464,Mall,South
58842.462809898716,6.0,10.591619346304308,Street,South
55175.304677323584,2.0,20.89851864671867,Mall,South
60086.416553446215,7.0,33.68435950821534,Mall,Center
49154.88716987475,8.0,24.83370073171687,Mall,South
86437.07938608792,6.0,16.432529620319528,Outlet,North
40252.67059568927,5.0,26.719654938661307,Street,South
51673.09400001876,6.0,28.21876126475578,Outlet,South
57046.54596485497,5.0,16.766518185024186,Street,North
55697.963135731196,5.0,5.741035196906444,Outlet,South
32664.60894206161,7.0,39.151120269802675,Street,South
39792.77494805408,2.0,4.732526168164493,Outlet,South
44492.184540292954,5.0,44.93969865718478,Street,North
31938.046803063655,3.0,19.05123196692548,Mall,North
53451.024480585605,2.0,22.223128725297194,Outlet,South
58309.90852862217,3.0,19.11147670454102,Street,North
31370.863962511597,,,Mall,South
38855.78769538174,5.0,2.970161732991775,Mall,Center
33197.70469378133,4.0,11.226150152950874,Street,North
40772.25493055587,7.0,23.859835350300397,Outlet,Center
51672.30034845839,8.0,21.53659807719838,Street,North
70758.06145633964,6.0,23.578442918169042,Mall,Center
85241.4408715951,3.0,9.537124102618245,Outlet,Center
49207.407581888736,7.0,19.252760295501005,Street,Center
49258.1473854279,2.0,10.488626384588404,Street,Center
34463.468918770595,1.0,8.312038711772361,Street,South
55230.12039984497,6.0,37.58328293159571,Mall,South
66111.01133889533,9.0,6.865514421583543,Outlet,South
58366.30826327303,3.0,29.335968414056403,Outlet,North
46445.48982305302,5.0,7.914214495703551,Street,South
54715.80371505992,4.0,13.594655469418957,Mall,South
53402.97842722988,1.0,30.934599728624885,Mall,North
43738.717595202135,3.0,19.804656777840613,Outlet,Center
22247.251871732962,5.0,6.70207103861035,Outlet,North
20074.431347075028,,20.452551080807275,Street,Center
51848.83522239003,7.0,6.848403278325421,Outlet,South
65618.05792138202,7.0,18.7674818300368,Outlet,South
73974.3768682484,5.0,32.15568159657231,Mall,Center
58141.73470703915,4.0,8.300456390819008,Street,South
56966.360487383805,6.0,28.47076870768866,Mall,South
30697.628895331152,2.0,6.780342818399353,Mall,North
47959.86746878568,2.0,6.190960628533046,Street,North
46090.559555783984,10.0,12.360195293593973,Outlet,South
57405.97328797353,4.0,39.22055942827469,Mall,North
65628.94555854728,5.0,14.818453678694357,Street,Center
37325.83403308325,6.0,25.012494053187506,Street,South
38985.30571467799,4.0,18.18148963933128,Outlet,North
80535.55672990685,4.0,26.463927131414767,Street,South
74550.58403464148,4.0,,Street,Center
59609.913670838876,4.0,11.163820525096837,Outlet,Center
30892.501711846824,6.0,10.6628976734737,Mall,North
65893.19843891883,6.0,18.30506861974768,Mall,North
56296.03369746222,6.0,1.8885216071572473,Mall,South
49620.872729549905,5.0,23.37797201710735,Outlet,South
60989.903349383625,8.0,7.015758350284362,Mall,Center
42555.03720086491,3.0,16.372798022521,Outlet,South
51846.933389768725,5.0,30.471073648726943,Street,Center
28515.49591314523,5.0,39.6599348336865,Mall,North
59521.17607281325,3.0,40.3956888285585,Outlet,Center
30745.228834236852,6.0,26.771156070344638,Mall,Center
34037.20077222286,8.0,21.54576429841744,Mall,North
53037.28224241947,5.0,13.2437995439123,Street,North
58710.251258490025,11.0,34.7559195977503,Street,North
60536.029839058734,7.0,3.62764593391934,Mall,Center
43852.08981747805,5.0,30.73833994410564,Street,Center
62453.477265131645,7.0,21.720867742583653,Outlet,South
49518.14110771001,4.0,14.033803255579386,Outlet,South
65287.89027751933,6.0,6.270019087209902,Mall,Center
45768.51499781551,5.0,30.917867624435058,Outlet,South
33216.38290959042,6.0,23.634041098325273,Street,South
34399.959840554955,2.0,,Mall,South
46406.46243733066,5.0,12.149710957856366,Mall,North
31223.30180894211,2.0,8.448468915888256,Outlet,South
68087.52160823758,6.0,28.78902849529437,Outlet,Center
67007.61253211681,,7.2897535015613455,Outlet,North
31025.128814613632,4.0,15.095992269293559,Street,North
46795.422785693925,5.0,31.765494585192002,Street,North
46663.92253657435,3.0,31.625754633955687,Mall,South
44313.46578383399,8.0,31.656979200614643,Street,South
58454.701611318225,2.0,17.849612751791746,Outlet,Center
44723.5953830986,,,Mall,South
43713.691594234195,6.0,13.9233876655052,Mall,South
63281.47558372783,7.0,23.08845443852628,Street,Center
58036.06392875077,10.0,13.751728529568402,Mall,South
46078.0246918887,7.0,15.306240120703105,Mall,Center
58984.87101195112,1.0,8.627863591434023,Outlet,North
45483.63767137954,3.0,16.75284409466539,Outlet,South
49284.53598087217,4.0,,Mall,North
45672.301889278024,7.0,14.998429330436775,Outlet,North
49086.966035362915,8.0,4.378342331943108,Street,South
63091.19801578211,6.0,23.480823472930478,Mall,North
67410.06440202947,4.0,22.53870697021053,Mall,North
72211.04688397242,5.0,,Street,South
82577.20595095109,6.0,37.885439397133865,Mall,South
50922.58893645073,7.0,8.839109609414162,Street,Center
71343.36036391996,5.0,18.176014123586885,Mall,Center
69452.88870932159,3.0,5.2829401900919954,Street,South
46687.820765785444,,7.560837800531823,Street,North
23817.184522436983,,31.457955305723758,Street,Center
30916.761859215414,2.0,50.45150378156313,Outlet,South
56035.56970704514,6.0,30.470485961815697,Street,South
40501.24576757548,2.0,13.464784523330886,Street,North
44164.047947827115,8.0,16.161832130080185,Street,South
43395.886537684,8.0,,Street,Center
59684.88581616951,12.0,18.72376565007998,Mall,South
48571.77341343472,2.0,26.835719765040544,Outlet,South
65149.96831947533,2.0,20.916691265510146,Street,Center
40789.3807660965,5.0,12.360104306103983,Mall,North
44651.55196646841,6.0,14.267599993299216,Mall,Center
59635.42454062839,5.0,2.2598237437367024,Mall,Center
21490.37113711452,5.0,33.049872511287035,Mall,Center
48452.49754614821,4.0,21.714490511402452,Street,South
47806.72117682009,6.0,20.384771093707577,Street,South
64616.48746898356,2.0,24.426379540767286,Outlet,North
59935.14151933533,6.0,33.94010444784123,Mall,South
62831.929531895104,6.0,3.888443485085192,Outlet,Center
37677.159277744926,6.0,14.057622671907072,Outlet,North
58092.818292625096,2.0,53.78370625810723,Street,North
63831.26371245714,,37.15441743513477,Outlet,Center
38528.575299246804,5.0,20.168686896092368,Mall,North
25026.16476816616,6.0,9.668654842167593,Outlet,North
62791.84014288608,5.0,22.992882053584644,Outlet,North
15341.043320426972,4.0,17.17273200070225,Street,North
57351.661987127045,5.0,14.226903374181333,Outlet,South
33855.57960494376,3.0,9.621485250756567,Mall,Center
59628.865241496096,6.0,13.115498855613062,Street,Center
42193.66707835406,4.0,41.87151329623132,Outlet,South
50470.91524021413,7.0,24.029088541343793,Outlet,South
36852.81176793134,2.0,44.476505799389834,Mall,North
34199.11969798073,3.0,24.289864106095834,Street,North
30224.909351506853,5.0,,Mall,South
77435.63978908712,4.0,14.628996747730236,Mall,Center
50466.30675478427,7.0,15.82356759907344,Mall,North
44590.197993099944,2.0,11.245586858319555,Outlet,Center
67634.31489606168,7.0,22.68392669346905,Mall,South
30695.107553618167,4.0,27.82382947974533,Outlet,South
42596.38345483299,3.0,,Mall,North
46843.24350732214,2.0,6.679494083298239,Street,South
35024.15225420144,1.0,57.61499721491772,Mall,South
59064.1607537487,1.0,6.053848868411066,Mall,South
67567.3491107102,8.0,12.081400856083608,Street,Center
67833.13071101316,6.0,1.4115434344627422,Outlet,Center
53993.61865008293,7.0,30.49057751359956,Outlet,South
38198.50262649417,5.0,11.857626913533323,Mall,Center
48249.40210287764,2.0,10.643783516232846,Street,Center
53549.22418568434,4.0,21.17128048797775,Outlet,North
42206.80409724416,3.0,20.577869381601165,Outlet,North
33328.036083099345,5.0,33.7676811893518,Mall,South
488036.1362071076,5.0,7.267092987091672,Street,South
57172.19608134651,5.0,33.98824455045503,Outlet,South
43093.40945744538,4.0,,Street,Center
52719.4290592897,,13.274839321274658,Street,Center
54448.146713687005,5.0,24.847570617314688,Street,Center
77332.2159774864,2.0,5.7985589315529635,Outlet,Center
32286.551000806507,4.0,18.919531988019266,Mall,South
51413.7834514117,11.0,29.798101564394923,Outlet,Center
40539.349828120976,1.0,13.691165575412198,Outlet,North
57982.89938488096,3.0,21.382740045969747,Mall,North
84533.15487274782,9.0,17.654642833695014,Street,North
69556.53961782754,4.0,32.08501797317149,Street,Center
42352.55494775841,8.0,24.074062680575913,Mall,South
89000.3629758074,5.0,67.5023514851241,Mall,North
54557.18288276837,5.0,9.043597558839279,Mall,North
64542.18273264296,9.0,26.678098130138867,Outlet,North
73569.86988811255,,5.313939809768155,Street,South
60000.886366283026,4.0,33.71909529459,Outlet,Center
68066.69199899009,1.0,29.39022127303686,Outlet,South
55549.388793505525,6.0,29.2345709177173,Outlet,North
45305.505650715095,3.0,25.655638915636448,Street,South
76644.47461492626,4.0,25.652129354312304,Outlet,Center
58290.834248780644,3.0,,Outlet,North
44077.1310155956,5.0,24.951402724677436,Mall,North
43755.888889629015,6.0,8.490503637001948,Outlet,South
59286.25929267551,2.0,,Street,North
52637.3076429936,3.0,27.068216870705818,Mall,South
55859.33341199026,2.0,7.807884944101266,Outlet,North
509889.0562848603,3.0,44.94374355965189,Mall,South
33664.94603539011,6.0,26.51831459264931,Outlet,South
62735.50279323733,,14.306085839485808,Mall,South
67069.59495326492,4.0,51.23083364889969,Mall,Center
49640.80517779705,8.0,27.266771457714245,Street,Center
65561.05885239594,7.0,44.49145846214314,Mall,North
54785.5733189804,4.0,29.686295070307416,Mall,Center
58352.339235665044,2.0,9.011769278057132,Street,North
59950.40230396352,6.0,8.47828264736566,Mall,Center
35546.96705211697,8.0,13.400874615763561,Street,South
34240.333623416474,7.0,10.603026836659122,Street,South
47864.96256474934,4.0,14.984716777354132,Street,Center
50153.42058177925,,5.7234367309020335,Mall,South
51170.601161481114,8.0,24.01864635344927,Outlet,South
52099.459950787874,6.0,29.05525591117569,Outlet,Center
37490.60995624111,6.0,18.19450272564678,Street,South
33770.69600705642,,32.51224451380203,Street,North
29176.81086147113,,7.306564703983182,Mall,Center
47033.67802865397,8.0,15.626511702827484,Outlet,Center
58334.17914297172,6.0,32.738723866414794,Mall,South
29050.194439198152,5.0,24.80685162943828,Outlet,North
22395.264388522737,3.0,30.528607851280228,Mall,South
28015.451538253867,6.0,5.450039284611676,Street,North
44121.005141000656,3.0,8.28628075370823,Street,Center
46413.63451216814,6.0,23.675969530598515,Street,North
22716.15974232275,6.0,42.839597875542445,Mall,North
46901.34802565268,6.0,6.485508122231249,Outlet,North
55270.06562166933,5.0,37.318020558260855,Street,South
37178.581005471526,0.0,1.4089824388738907,Mall,North
42124.18164938026,4.0,41.998390736640374,Mall,Center
37420.940282535186,4.0,5.853419822399875,Mall,Center
72006.57302060956,6.0,7.234171981035048,Street,North
67783.63819395765,3.0,14.966797718714622,Street,North
46643.51133948048,4.0,25.4479170957326,Street,Center
71463.51643990728,7.0,29.549919164858085,Outlet,South
47279.98770722684,6.0,33.56998136916209,Outlet,South
55362.62869811919,7.0,7.611553728627542,Outlet,South
51961.41522101116,6.0,26.392304136127535,Outlet,South
39936.60904335805,7.0,13.312342097598439,Outlet,North
47202.94116367559,6.0,13.886260716335608,Mall,Center
50607.18432057359,6.0,13.438372041111691,Outlet,North
55840.131200864125,6.0,23.82384002203965,Street,South
46014.47170061621,7.0,11.75769625692584,Street,North
49856.53905070503,4.0,27.520031672078172,Mall,Center
44586.745582062715,3.0,26.308828520576412,Mall,South
46866.913398492696,2.0,25.305382206295317,Outlet,South
54043.61201077228,5.0,5.81224330307582,Mall,South
45456.70045789897,3.0,14.751056553567935,Mall,South
73238.32038199903,5.0,14.717955727622147,Outlet,North
48444.055789973754,4.0,7.843505440485078,Street,Center
39211.74633309929,8.0,7.6166298150386265,Street,South
55551.24090474471,4.0,22.673883449051367,Outlet,Center
46009.42051203137,7.0,34.319949602765234,Mall,North
23228.018269386936,3.0,16.847468460500863,Street,North
